%%%%%%%userID	taskid	serpIndexinTask	main_rank	deep_rank	content_rank	url
091401	2	1	10	-1	-1	/maps/place?ui=maps_mini&cid=17163950252511582609&q=vegetarian+restaurants+Lenox+Square&sa=X&ei=00xTULGZMI-49gSsoYGQDA&ved=0CHcQtRkwAA
091401	2	1	10	-1	0	/maps/place?ui=maps_mini&cid=17163950252511582609&q=vegetarian+restaurants+Lenox+Square&sa=X&ei=00xTULGZMI-49gSsoYGQDA&ved=0CHcQtRkwAA
091401	2	1	10	-1	1	javascript:void(0)
091401	2	1	10	-1	2	http://www.westinbuckheadatlanta.com/
091401	2	1	11	-1	-1	http://www.vegvine.com/USA/Lenox-Square-Finance-GA/31126
091401	2	1	11	-1	0	http://www.vegvine.com/USA/Lenox-Square-Finance-GA/31126
091401	2	1	11	-1	1	#
091401	2	1	12	-1	-1	http://www.urbanspoon.com/ps/9/7832/atlanta-lenox-square-nearby-restaurants
091401	2	1	12	-1	0	http://www.urbanspoon.com/ps/9/7832/atlanta-lenox-square-nearby-restaurants
091401	2	1	12	-1	1	#
091401	2	1	13	-1	-1	http://www.urbanspoon.com/m/r/9/124570
091401	2	1	13	-1	0	http://www.urbanspoon.com/m/r/9/124570
091401	2	1	13	-1	1	#
091401	3	0	0	-1	-1	http://www.weather.com/weather/wxclimatology/monthly/graph/57529
091401	3	0	0	-1	0	http://www.weather.com/weather/wxclimatology/monthly/graph/57529
091401	3	0	0	-1	1	#
091401	3	0	1	-1	-1	http://www.weather.com/weather/wxclimatology/monthly/graph/USSD0080
091401	3	0	1	-1	0	http://www.weather.com/weather/wxclimatology/monthly/graph/USSD0080
091401	3	0	1	-1	1	#
091401	3	0	2	-1	-1	http://www.weatherreports.com/United_States/SD/57529
091401	3	0	2	-1	0	http://www.weatherreports.com/United_States/SD/57529
091401	3	0	2	-1	1	#
091401	3	0	3	-1	-1	http://www.wunderground.com/weather-forecast/US/SD/Dallas.html
091401	3	0	3	-1	0	http://www.wunderground.com/weather-forecast/US/SD/Dallas.html
091401	3	0	3	-1	1	#
091401	3	0	4	-1	-1	http://climate.fizber.com/south-dakota-city-dallas-climate.html
091401	3	0	4	-1	0	http://climate.fizber.com/south-dakota-city-dallas-climate.html
091401	3	0	4	-1	1	#
091401	3	0	5	-1	-1	http://www.city-data.com/city/Dallas-South-Dakota.html
091401	3	0	5	-1	0	http://www.city-data.com/city/Dallas-South-Dakota.html
091401	3	0	5	-1	1	/search?hl=en&client=ms-android-verizon&sky=mrdr&site=webhp&q=related:www.city-data.com/city/Dallas-South-Dakota.html+average+temperature++Dallas,+SD&tbo=1&sa=X&ei=gk1TULLhH4SS9gTQyoDgAg&ved=0CCsQHzAF
